label x Gender Gender_ID Greek Home_Town In_State Ethnicity Religion Religious like_Math Calculus ACT GPA Party_Hours_per_week Drinks_per_week Sex_Partners Relationships Call_Parents Social_Media Texts Good_or_Well Expected_Income President Illinois_Commitment Family_Income Liberal Political_Party Grade_vs_Learning Parent_Relationship Work_Hours Tuition Career Section
Obs551 551 0 0 0 2 1 0 6 0 0 0 27 3.9 0 3 6 2 0 1 1 6 100 6 3 250 6 2 4 9 5 0 10 2 
Obs552 552 1 1 0 3 1 5 0 3 7 1 25 3.7 8 6 1 1 6 4 5 5 85 5 6 100 3 0 5 9 0 100 7 2 
Obs553 553 1 1 0 3 1 1 5 0 8 1 25 3.4 4 2 5 4 7 10 3 5 200 5 10 65 5 0 5 9 0 0 3 2 
Obs554 554 1 1 0 3 1 2 5 5 9 0 20 3.5 0 0 3 1 1 6 6 5 50 5 10 40 4 0 5 8 0 50 5 2 
Obs555 555 1 1 0 2 1 4 3 6 2 0 25 3.8 9 15 4 1 3 2 5 6 14 6 5 50 0 5 6 9 0 10 6 2 
Obs556 556 1 1 1 2 1 0 7 0 5 0 28 4 0 0 0 0 10 3 5 8 70 5 7 120 4 0 4 10 0 90 3 2 
Obs557 557 1 1 1 2 1 5 0 9 10 1 32 3.9 5 10 1 2 4 3 15 1 400 6 8 350 3 5 5 9 0 100 10 2 
Obs558 558 1 1 0 0 1 0 7 0 2 0 31 3.8 6 8 10 1 7 3 10 5 100 5 8 1 3 0 5 9 20 0 1 2 
Obs559 559 1 1 0 3 1 1 0 2 3 1 23 2.6 6 2 2 1 10 5 7 8 800 5 6 65 5 0 5 10 20 0 6 2 
Obs560 560 0 0 0 0 1 3 7 3 5 1 27 2 1 1 0 0 2 3 5 0 100 6 9 70 5 0 5 8 5 100 2 2 
Obs561 561 1 1 1 2 1 0 0 7 6 1 29 3.4 8 20 0 0 2 3 12 5 175 5 6 180 5 1 2 8 5 0 0 2 
Obs562 562 0 0 0 0 1 0 5 0 3 1 27 2.4 4 15 1 1 1 1 2 6 100 6 8 45 2 0 7 5 15 0 2 2 
Obs563 563 0 0 0 3 1 2 7 0 5 1 24 3.4 0 0 1 1 0 2 3 5 78 5 6 16 5 2 3 5 10 0 5 2 
Obs564 564 1 1 1 2 1 0 0 4 2 0 28 3.7 6 6 0 1 7 4 5 5 120 5 8 260 5 0 5 10 0 100 5 2 
Obs565 565 1 1 0 3 1 2 0 4 6 1 27 3.8 6 4 0 0 7 8 5 5 75 5 8 56 1 0 6 6 10 30 2 2 
Obs566 566 1 1 0 2 1 0 0 8 7 1 23 3.8 10 10 2 0 4 1 18 5 100 5 6 600 4 2 5 9 0 20 2 2 
Obs567 567 0 0 0 1 0 3 7 2 7 1 30 2.5 0 0 2 12 3 2 5 7 150 6 6 170 4 5 3 8 0 100 7 2 
Obs568 568 0 0 0 3 1 2 5 6 9 1 25 2.9 10 25 8 1 10 4 5 8 80 5 10 25 3 0 2 9 0 90 2 2 
Obs569 569 1 1 1 2 1 0 0 6 5 0 25 3.6 12 20 10 1 6 3 3 5 100 5 10 100 5 2 5 10 10 100 5 2 
Obs570 570 1 1 0 3 1 1 5 2 6 0 21 2.3 8 2 1 1 3 6 7 8 80 5 3 50 0 0 5 10 25 30 5 2 
Obs571 571 0 0 1 1 0 3 0 6 2 0 30 3.4 5 10 0 0 1 1 5 5 70 6 5 60 5 0 5 8 0 10 7 2 
Obs572 572 0 0 0 3 1 2 5 5 7 1 21 3.6 6 2 11 2 7 3 5 0 10000 5 10 10 0 0 5 10 10 0 10 2 
Obs573 573 0 0 0 3 1 2 0 3 5 0 25 3.4 8 4 4 0 2 4 4 3 60 1 3 60 5 1 8 7 0 70 7 2 
Obs574 574 1 1 0 3 1 2 0 7 6 1 27 3.3 2 0 1 3 6 4 10 5 90 5 10 50 3 0 5 8 0 100 5 2 
Obs575 575 0 0 0 1 1 0 6 0 5 1 33 3 0 0 1 1 1 5 2 8 100 5 8 300 3 3 5 8 0 100 5 2 
Obs576 576 0 0 1 2 1 0 7 0 7 1 26 3.5 10 16 1 1 1 3 3 10 100 5 7 250 2 0 2 9 0 20 8 2 
Obs577 577 0 0 0 2 1 2 0 5 4 1 30 3.1 4 4 1 0 3 6 7 5 70 5 3 33 5 0 5 4 0 0 4 2 
Obs578 578 0 0 1 1 1 0 0 5 6 0 29 3.8 4 0 1 1 4 2 6 3 100 6 3 150 7 1 5 9 0 30 8 2 
Obs579 579 1 1 0 2 1 3 4 2 3 0 23 4 0 0 0 0 4 4 4 5 70 5 5 60 2 0 5 8 0 50 3 2 
Obs580 580 0 0 1 0 1 5 0 2 0 0 24 3.7 5 7 3 2 2 2 3 4 100 6 10 42 4 0 6 10 0 10 8 2 
Obs581 581 1 1 1 2 1 0 7 0 4 0 28 3.5 11 20 8 1 6 2 8 7 100 5 8 250 2 0 4 7 0 10 6 2 
Obs582 582 1 1 0 1 1 0 0 7 6 0 18 2.7 0 1 5 3 2 1 3 5 45 1 7 65 8 1 10 7 20 0 7 2 
Obs583 583 0 0 0 2 0 3 5 0 3 1 30 4 0 0 0 25 5 0 0 7 10 5 6 10 5 5 9 8 0 20 6 2 
Obs584 584 0 0 1 0 1 0 0 2 8 1 32 2.9 2 8 6 2 3 2 5 5 100 2 10 160 1 0 7 7 0 100 3 2 
Obs585 585 0 0 0 3 1 3 7 1 7 1 25 2.5 0 0 3 1 1 3 4 8 100 6 9 40 9 0 7 5 0 10 6 2 
Obs586 586 0 0 0 1 1 5 0 5 5 0 21 3.6 0 0 0 0 3 5 6 5 700 5 4 500 5 5 5 7 10 80 0 2 
Obs587 587 1 1 0 3 1 1 0 8 6 1 23 3.1 2 1 3 1 25 6 3 6 150 2 10 180 4 0 6 10 20 0 8 2 
Obs588 588 1 1 1 2 0 0 0 7 5 0 31 3.8 10 8 3 1 3 2 5 5 90 5 9 180 2 0 5 8 0 80 3 2 
Obs589 589 1 1 0 3 1 2 6 5 5 1 22 3.1 4 10 5 1 3 4 10 8 200 5 10 30 5 0 6 9 0 60 8 2 
Obs590 590 1 1 0 2 1 3 7 3 4 1 25 3.5 0 0 0 0 1 3 3 5 60 6 8 20 5 0 8 6 10 60 8 2 
Obs591 591 0 0 0 3 1 2 0 5 5 0 21 3.8 2 3 5 1 5 5 2 10 50 5 8 36 5 0 7 7 15 0 5 2 
Obs592 592 1 1 0 3 1 0 0 5 10 1 29 1 0 0 0 0 2 1 3 6 100 2 10 130 4 0 6 3 20 100 9 2 
Obs593 593 0 0 1 2 0 0 6 3 10 1 32 3.2 12 20 0 1 2 3 20 7 300 6 5 800 6 1 6 10 0 100 9 2 
Obs594 594 0 0 1 2 1 0 0 3 8 1 32 2.1 9 18 6 2 1 5 11 8 165 1 0 180 7 1 5 8 0 10 5 2 
Obs595 595 1 1 0 3 1 5 6 0 0 0 24 2.1 0 0 0 9 0 10 3 5 5000 5 10 50 0 5 5 0 10 0 10 2 
Obs596 596 1 1 0 2 1 0 7 0 7 1 34 4 4 4 0 0 4 2 8 4 120 5 10 250 5 2 4 9 10 100 2 2 
Obs597 597 1 1 0 1 0 3 5 0 3 1 32 4 6 3 1 2 5 3 5 5 50 5 5 1000 5 5 5 5 0 100 5 2 
Obs598 598 1 1 0 2 1 0 0 8 8 0 25 3.8 6 10 1 2 7 2 5 10 70 6 6 100 10 1 5 10 5 10 10 2 
Obs599 599 1 1 0 1 0 1 0 7 0 1 24 3 3 4 7 3 1 8 3 10 7 2 10 5 3 0 4 6 0 0 7 2 
Obs600 600 0 0 0 1 1 2 0 5 2 0 26 3 0 0 0 1 2 5 4 0 60 5 10 25 5 0 5 7 0 20 1 2 
Obs601 601 1 1 1 2 1 0 0 3 1 0 27 4 20 20 3 1 3 4 6 6 150 5 5 150 8 1 5 7 0 100 2 2 
Obs602 602 1 1 1 2 1 0 4 4 7 1 28 3 4 20 7 2 4 4 10 1 200 5 2 1000 2 0 1 6 15 40 4 2 
Obs603 603 1 1 0 2 1 0 0 0 8 1 26 3.4 3 1 0 0 1 2 3 5 150 5 6 100 2 0 4 6 0 80 3 2 
Obs604 604 1 1 1 2 1 0 0 5 4 0 25 3.4 4 4 1 1 1 3 3 6 150 5 10 80 2 0 5 10 0 10 6 2 
Obs605 605 0 0 0 0 1 2 5 3 0 0 19 2.8 3 5 22 10 6 3 3 0 80 6 10 78 4 0 5 10 15 10 10 2 
Obs606 606 0 0 0 2 1 0 0 2 8 1 29 3.2 3 0 0 0 1 2 6 5 80 5 8 56 5 0 5 10 0 30 6 2 
Obs607 607 1 1 1 2 1 0 0 3 4 1 27 3.1 9 10 1 0 1 2 3 6 80 5 10 400 2 0 3 8 0 100 10 2 
Obs608 608 1 1 0 2 1 3 7 0 7 1 33 3.8 9 0 0 0 2 4 2 8 1000 5 10 0 3 0 4 8 0 0 10 2 
Obs609 609 0 0 0 1 1 1 6 0 3 1 28 3.3 0 0 0 1 1 1 5 5 65 6 10 50 0 2 9 3 10 0 4 2 
Obs610 610 1 1 1 2 1 0 0 5 1 0 25 3.7 12 10 2 1 2 6 10 5 100 5 7 70 3 0 5 8 0 90 5 2 
Obs611 611 1 1 1 2 1 0 0 7 7 0 27 3.6 20 40 2 1 4 4 5 7 100 5 5 200 5 0 3 9 10 100 6 2 
Obs612 612 0 0 0 2 1 0 0 8 6 0 34 3.9 0 0 1 2 1 2 4 5 150 5 10 6 5 2 6 7 10 0 10 2 
Obs613 613 1 1 1 2 1 0 0 5 0 0 24 4 15 20 6 0 3 3 15 5 60 5 5 100 3 0 8 8 10 30 6 2 
Obs614 614 1 1 1 2 1 0 0 8 5 1 24 3.8 10 5 0 0 1 6 8 5 100 6 10 150 5 2 4 9 0 20 1 2 
Obs615 615 1 1 1 2 1 0 0 6 4 1 28 3.8 15 5 0 0 2 6 10 5 50 5 3 60 5 4 3 6 10 50 5 2 
Obs616 616 0 0 0 3 0 3 7 5 5 1 30 3.7 3 2 4 7 1 5 9 3 200 5 1 400 5 5 7 10 0 100 3 2 
Obs617 617 0 0 0 0 1 0 0 3 7 0 23 3.9 1 1 0 0 1 2 3 8 120 5 7 140 7 1 4 9 5 40 8 2 
Obs618 618 0 0 0 1 1 0 0 7 7 1 21 3.7 3 0 1 1 3 2 6 6 100 5 5 500 5 1 2 9 5 80 5 2 
Obs619 619 1 1 1 3 1 2 0 3 1 1 23 1.8 6 6 1 1 13 2 4 5 80 2 7 120 7 1 5 7 0 90 1 2 
Obs620 620 0 0 1 2 1 0 0 4 6 1 33 3.9 8 15 0 0 2 5 6 0 150 5 8 250 3 0 5 9 0 50 9 2 
Obs621 621 0 0 0 0 1 0 7 0 7 1 28 3.5 1 1 0 1 2 0 7 8 100 5 3 300 9 1 3 10 15 90 8 2 
Obs622 622 1 1 0 2 1 4 3 6 9 1 22 4 8 15 3 1 5 3 7 5 150 2 10 200 1 0 4 6 0 90 8 2 
Obs623 623 1 1 0 2 1 2 0 7 7 0 22 4 6 0 4 5 1 8 4 7 60 5 10 7 0 0 8 7 0 10 2 2 
Obs624 624 0 0 0 3 1 5 6 0 5 1 25 3.6 0 0 0 0 1 2 0 7 60 5 3 43 5 2 5 3 0 0 5 2 
Obs625 625 1 1 1 2 1 0 0 4 7 0 27 4 4 4 0 2 1 5 5 3 60 5 4 100 3 0 5 10 30 80 10 2 
Obs626 626 0 0 1 2 1 0 0 3 10 1 28 3 8 10 1 2 2 3 3 7 150 2 6 150 5 1 3 10 25 90 10 2 
Obs627 627 1 1 1 0 1 5 0 7 7 1 21 3.5 10 7 13 1 5 3 3 0 114 5 6 100 2 0 5 9 0 90 8 2 
Obs628 628 0 0 0 1 0 3 5 0 7 1 32 4 30 0 50 25 1 1 4 7 200 5 6 200 0 5 8 5 0 100 5 2 
Obs629 629 1 1 1 3 1 0 7 0 6 1 28 2.5 11 25 6 1 4 3 5 7 100 5 10 200 3 0 5 7 0 60 0 2 
Obs630 630 1 1 0 2 1 0 6 3 0 1 29 4 4 5 1 1 0 3 5 0 60 5 10 300 0 0 5 3 0 100 4 2 
Obs631 631 0 0 0 3 1 2 6 2 4 0 28 3.6 2 3 0 1 1 2 3 2 75 5 10 90 3 0 5 8 0 50 8 2 
Obs632 632 0 0 0 3 0 1 0 5 0 0 23 3.6 15 25 2 1 1 2 3 8 90 5 10 180 4 0 6 9 10 100 9 2 
Obs633 633 1 1 1 1 1 0 0 6 6 0 22 3.5 9 20 2 1 7 4 3 8 55 5 4 100 6 1 6 8 15 60 7 2 
Obs634 634 1 1 0 3 1 2 0 7 10 1 22 3.7 16 8 8 4 18 10 8 5 100 6 2 120 5 0 6 10 0 100 10 2 
Obs635 635 1 1 0 2 1 0 5 6 4 0 30 4 0 0 0 0 3 2 3 5 60 5 10 60 1 0 5 7 0 70 7 2 
Obs636 636 1 1 0 3 1 1 0 7 3 0 25 2.8 0 0 1 1 5 4 4 8 150 6 4 500 4 0 5 9 0 50 5 2 
Obs637 637 0 0 1 1 1 0 0 2 4 1 31 2.1 18 20 1 1 1 1 7 10 100 5 8 90 6 1 0 5 0 60 5 2 
Obs638 638 0 0 0 0 1 0 0 10 9 1 31 3.8 0 1 0 0 1 0 4 2 110 5 7 65 9 1 4 9 5 0 7 2 
Obs639 639 1 1 1 2 1 5 5 8 3 1 23 3.9 15 10 0 0 6 3 6 5 100 5 3 100 5 1 7 7 0 100 5 2 
Obs640 640 1 1 1 1 1 0 0 5 4 0 23 3.8 12 9 4 1 3 10 2 3 150 1 0 100 10 1 5 10 0 100 9 2 
Obs641 641 1 1 1 1 1 0 6 0 8 1 30 3.8 20 10 3 1 7 3 7 0 45 5 6 50 4 0 5 9 0 50 10 2 
Obs642 642 1 1 0 1 1 0 6 0 5 1 35 3.7 2 5 7 3 1 3 3 5 100 6 5 55 2 5 5 3 35 20 2 2 
Obs643 643 0 0 0 2 1 5 1 2 2 1 28 3.7 2 3 1 2 5 3 15 3 1000 5 10 75 1 0 5 8 10 20 6 2 
Obs644 644 1 1 0 2 1 0 0 7 5 1 26 3.5 0 0 2 2 5 4 3 0 60 2 8 90 3 0 4 10 5 50 2 2 
Obs645 645 0 0 0 0 0 0 0 0 8 1 12 3 0 0 0 2 1 2 4 5 30 6 10 5 5 5 8 3 0 0 4 2 
Obs646 646 0 0 0 3 1 1 7 0 8 1 23 4 0 1 4 2 1 2 2 7 900 5 7 180 2 0 7 10 0 100 0 2 
Obs647 647 0 0 0 3 0 3 0 3 0 1 36 3.3 15 14 12 3 1 4 2 10 200 5 0 120 3 0 4 3 0 100 8 2 
Obs648 648 0 0 0 2 1 0 0 4 7 1 28 2.8 2 2 1 2 4 4 8 5 200 5 10 40 1 0 0 7 0 40 3 2 
Obs649 649 1 1 0 3 1 2 5 8 0 1 21 2.6 9 7 3 1 7 2 4 0 81 5 10 12 3 0 5 8 0 0 5 2 
Obs650 650 1 1 0 0 1 2 6 3 0 0 26 3.9 4 4 0 0 2 4 2 7 80 5 10 30 0 0 7 8 0 0 0 2 
Obs651 651 0 0 0 2 1 2 7 1 1 0 28 3.6 2 1 3 2 4 3 8 8 80 5 10 100 4 5 5 8 0 90 9 2 
Obs652 652 0 0 0 2 1 5 0 7 5 1 29 3.6 6 0 1 1 1 1 3 5 90 2 1 60 3 0 4 10 0 70 9 2 
Obs653 653 1 1 0 1 1 0 7 2 4 0 28 3.5 7 12 2 1 2 5 7 5 100 5 9 200 2 0 0 9 10 70 6 2 
Obs654 654 1 1 0 1 1 4 7 2 0 0 26 3.7 4 4 0 0 1 4 4 7 70 6 10 100 0 0 5 10 0 100 2 2 
Obs655 655 1 1 0 1 1 1 0 7 6 1 25 3 0 0 0 0 5 4 4 5 100 2 10 70 1 0 2 8 10 100 5 2 
Obs656 656 1 1 1 2 1 0 0 2 3 0 26 4 5 4 0 0 10 4 6 3 900 5 9 350 1 0 3 9 0 100 3 2 
Obs657 657 0 0 0 0 1 0 0 7 5 0 28 3.9 0 0 1 1 12 2 3 7 100 1 3 81 7 4 5 5 0 20 10 2 
Obs658 658 1 1 1 2 1 0 0 0 2 1 31 3.3 4 16 1 1 1 2 15 5 50 2 6 60 4 0 4 4 0 50 4 2 
Obs659 659 1 1 1 2 1 0 0 6 5 1 28 3.6 11 18 0 0 1 1 3 4 120 5 0 140 5 0 5 8 0 80 5 2 
Obs660 660 1 1 0 3 1 1 7 0 8 0 19 3.6 1 0 1 2 3 4 4 8 45 5 8 15 9 0 5 10 0 20 8 2 
Obs661 661 1 1 0 3 1 0 7 0 8 1 29 3.6 20 40 12 2 3 4 5 0 350 2 5 460 4 0 4 7 0 100 5 2 
Obs662 662 1 1 0 3 1 5 1 4 6 1 34 3.8 10 20 6 2 2 4 8 4 120 5 8 80 4 0 5 5 10 10 8 2 
Obs663 663 1 1 1 3 1 2 0 5 0 0 29 3.4 12 8 10 1 1 2 5 7 100 5 0 90 5 0 3 8 10 50 2 2 
Obs664 664 0 0 0 3 1 2 0 6 5 1 24 1.1 0 0 2 0 1 2 3 6 100 6 5 100 0 0 7 8 0 100 6 2 
Obs665 665 0 0 1 2 1 0 0 2 2 0 25 3.2 17 20 8 0 3 3 8 5 110 3 10 200 4 2 3 7 0 70 2 2 
Obs666 666 0 0 1 2 1 0 0 7 2 0 25 3.1 10 10 2 1 3 1 2 2 120 6 8 200 7 1 3 8 0 60 4 2 
Obs667 667 0 0 0 1 1 5 6 2 1 0 26 3.8 1 0 2 2 1 7 3 8 65 5 9 50 5 0 4 5 15 0 2 2 
Obs668 668 1 1 0 3 1 1 0 8 0 0 30 3.2 0 0 0 0 0 6 3 0 60 5 0 0 0 0 5 10 5 0 0 2 
Obs669 669 1 1 0 3 1 2 5 6 5 1 22 1 2 3 5 2 7 4 3 5 60 2 10 75 5 0 5 10 0 70 10 2 
Obs670 670 1 1 0 2 0 3 5 0 1 1 19 3.6 0 0 1 1 1 2 3 8 60 5 5 100 5 1 4 7 5 90 5 2 
Obs671 671 0 0 0 3 0 0 6 0 5 0 23 2 1 3 2 2 3 2 1 4 90 5 9 90 3 5 5 10 0 0 3 2 
Obs672 672 1 1 0 2 0 3 5 0 8 1 30 3.2 0 0 3 3 4 4 2 8 100 6 0 500 0 5 5 10 0 100 10 2 
Obs673 673 1 1 1 2 1 0 0 6 4 0 25 3.6 8 2 2 0 4 4 5 6 90 5 0 120 5 5 0 9 0 100 8 2 
Obs674 674 1 1 0 2 1 1 0 6 6 0 21 3.4 1 0 0 1 4 3 2 3 110 5 8 30 4 0 6 7 10 10 6 2 
Obs675 675 1 1 1 2 1 0 7 1 5 1 29 3.8 18 20 1 0 2 2 4 7 60 5 10 100 1 0 5 8 0 100 3 2 
Obs676 676 1 1 0 2 1 1 0 8 8 1 21 2.4 5 4 9 1 2 5 7 10 600 5 10 500 6 0 0 6 10 80 10 2 
Obs677 677 0 0 0 0 1 1 0 10 5 0 18 4 0 0 3 0 9 4 2 3 100 5 10 85 4 0 0 10 0 100 9 2 
Obs678 678 1 1 0 3 1 0 1 0 5 1 29 3.7 25 10 17 0 0 4 5 7 400 5 10 100 4 0 5 3 20 60 4 2 
Obs679 679 1 1 1 3 1 0 6 2 5 0 31 3.6 12 15 1 1 7 4 15 6 1200 2 7 6000 3 0 3 10 0 100 9 2 
Obs680 680 1 1 1 3 1 0 0 6 5 0 28 2.7 20 20 4 1 4 4 5 5 80 6 3 100 5 0 2 10 0 10 5 2 
Obs681 681 1 1 0 2 1 2 7 0 7 0 23 3.3 1 0 14 2 1 5 4 10 60 2 10 30 0 0 5 7 10 0 3 2 
Obs682 682 1 1 1 2 1 4 3 6 7 1 29 3.4 10 10 10 1 3 2 5 8 100 2 8 100 3 0 2 8 10 100 8 2 
Obs683 683 1 1 0 3 1 1 7 0 0 0 21 3.5 10 6 18 5 2 10 10 6 500 5 2 400 0 2 5 5 0 0 0 2 
Obs684 684 0 0 0 1 1 0 0 8 7 1 26 4 0 0 0 0 2 1 3 3 50 5 7 70 5 5 8 8 0 100 4 2 
Obs685 685 1 1 0 3 1 1 5 3 7 1 24 4 4 1 1 2 0 4 5 3 70 6 8 35 0 0 5 3 20 0 2 2 
Obs686 686 0 0 1 2 1 0 0 5 7 1 28 3 15 20 3 1 1 2 5 5 100 5 5 100 7 1 5 8 40 70 4 2 
Obs687 687 0 0 0 2 0 3 5 5 3 1 32 3.7 3 1 0 3 2 5 4 6 10 1 2 20 7 5 7 5 5 40 7 2 
Obs688 688 0 0 0 2 1 2 6 4 7 1 26 2.5 0 0 6 4 3 1 5 6 160 2 10 45 5 5 7 4 0 30 6 2 
Obs689 689 1 1 0 2 1 0 0 9 9 1 29 3.7 6 5 0 1 2 2 10 6 75 5 7 90 6 5 3 10 0 90 8 2 
Obs690 690 1 1 0 3 0 3 5 0 8 1 31 3.8 0 0 3 2 3 10 7 6 80 5 6 100 4 5 5 10 0 100 4 2 
Obs691 691 1 1 1 2 1 0 0 5 2 0 30 4 15 8 1 2 7 2 5 5 200 5 8 250 3 0 4 10 0 100 7 2 
Obs692 692 1 1 0 3 1 0 6 2 3 0 29 3.7 9 7 3 0 1 3 4 5 100 5 8 300 3 0 5 10 10 0 5 2 
Obs693 693 1 1 1 0 1 0 0 3 6 0 22 3.4 14 35 1 1 3 4 5 5 150 5 2 50 0 5 5 9 0 90 7 2 
Obs694 694 1 1 0 3 0 1 5 2 0 0 22 3.2 10 10 20 4 4 5 20 0 70 5 10 105 7 0 5 4 0 50 7 2 
Obs695 695 1 1 0 1 1 1 0 8 6 0 27 4 0 3 3 2 1 7 15 9 75 2 9 65 2 3 4 4 40 0 1 2 
Obs696 696 0 0 0 2 1 5 6 1 10 1 32 3.6 3 15 3 1 6 2 15 6 150 5 10 160 7 2 3 10 0 80 8 2 
Obs697 697 1 1 1 2 1 0 0 6 7 1 27 3 3 3 1 1 2 2 3 10 100 5 5 120 8 1 0 9 10 20 9 2 
Obs698 698 1 1 0 2 1 5 7 0 5 1 27 3.1 0 0 0 0 5 2 11 5 100 5 10 70 2 0 3 6 0 80 0 2 
Obs699 699 1 1 0 3 1 1 0 0 3 1 24 2.9 3 1 2 2 3 10 1 5 500 6 10 31 0 0 0 7 0 0 10 2 
Obs700 700 1 1 0 2 1 0 0 6 3 1 29 3 4 4 0 2 8 2 6 5 115 5 7 0 2 0 4 9 5 90 8 2 
Obs701 701 1 1 0 3 1 1 0 7 10 1 19 2.9 5 1 4 1 3 5 3 10 200 6 2 2 5 0 5 10 20 40 8 2 
Obs702 702 1 1 0 3 0 1 0 7 0 1 21 2.8 0 0 0 1 5 6 3 6 900 5 5 90 7 5 3 8 0 100 7 2 
Obs703 703 1 1 0 1 1 3 7 0 8 1 32 3.8 4 4 1 1 1 4 10 0 70 5 10 170 2 0 5 2 0 100 8 2 
Obs704 704 1 1 0 1 1 0 0 8 5 0 25 3.9 0 0 0 0 0 6 10 8 100 5 1 100 10 1 6 7 5 70 7 2 
Obs705 705 0 0 0 2 1 0 0 7 1 0 18 3.8 0 2 4 4 3 1 4 9 500 1 0 40 9 1 3 7 25 0 9 2 
Obs706 706 1 1 0 1 1 0 0 3 5 0 29 4 0 0 0 0 2 2 1 3 80 5 10 200 3 0 5 7 0 100 0 2 
Obs707 707 1 1 0 2 1 0 0 4 2 0 26 3.4 0 0 0 0 1 5 8 6 45 5 5 210 7 1 6 9 0 50 7 2 
Obs708 708 1 1 0 2 1 0 0 5 6 1 31 3.8 4 4 3 1 1 3 4 8 250 5 10 150 4 0 4 7 0 100 3 2 
Obs709 709 1 1 0 0 1 2 0 7 10 1 28 3.6 20 25 10 2 3 4 4 5 50 5 8 40 0 0 4 9 0 10 2 2 
Obs710 710 1 1 1 1 0 0 0 4 5 1 27 4 15 10 8 1 1 3 6 5 100 6 6 120 2 0 2 8 0 80 8 2 
Obs711 711 1 1 1 0 1 0 0 7 4 1 22 4 4 3 1 1 12 4 6 6 150 1 1 100 10 1 2 10 0 100 8 2 
Obs712 712 0 0 1 2 0 4 6 2 8 1 35 3.2 4 20 1 0 4 1 5 7 200 5 5 400 6 1 3 7 0 90 8 2 
Obs713 713 1 1 1 1 1 0 0 8 6 0 23 3.5 8 11 1 1 5 4 12 5 70 5 5 80 5 1 5 9 5 90 8 2 
Obs714 714 1 1 1 2 0 0 6 1 6 0 34 2.6 4 10 6 1 2 1 5 8 200 6 10 1000 3 0 3 8 0 0 7 2 
Obs715 715 1 1 1 2 1 0 1 4 7 1 29 4 12 30 6 1 3 3 5 5 150 5 9 200 8 0 4 9 0 90 5 2 
Obs716 716 0 0 1 2 1 0 6 0 1 0 32 3.2 3 5 1 1 2 6 4 0 100 5 10 200 2 2 7 6 0 90 10 2 
Obs717 717 1 1 0 2 1 0 0 6 0 1 26 4 3 0 0 2 12 6 4 6 100 5 6 200 5 2 5 8 0 60 8 2 
Obs718 718 1 1 0 3 1 1 6 3 4 0 28 3 0 0 0 0 3 3 3 8 125 5 0 55 2 0 3 8 10 0 4 2 
Obs719 719 1 1 0 3 1 1 0 5 0 1 21 2.5 0 10 4 3 2 6 4 5 100 6 10 15 5 0 0 10 25 0 8 2 
Obs720 720 1 1 0 2 1 0 0 2 7 1 27 2.7 2 0 2 2 1 3 4 5 85 2 10 200 1 0 4 8 0 50 6 2 
Obs721 721 1 1 0 1 1 3 5 2 6 0 25 3.5 12 10 2 1 4 3 6 4 85 6 10 85 1 0 5 10 0 20 10 2 
Obs722 722 1 1 1 2 1 0 0 5 7 0 30 4 6 5 0 0 2 2 5 4 100 2 10 250 3 0 1 10 0 100 6 2 
Obs723 723 1 1 0 0 1 1 0 7 0 0 21 3.9 3 0 0 0 7 4 7 5 100 5 10 120 0 0 5 6 15 100 0 2 
Obs724 724 1 1 0 2 1 0 0 6 0 0 29 3.9 1 1 0 0 3 3 4 3 90 5 10 135 1 0 4 9 15 100 8 2 
Obs725 725 1 1 1 2 1 0 0 0 4 1 27 3.1 8 6 2 2 1 2 5 0 70 2 10 40 1 0 0 5 0 0 0 2 
Obs726 726 1 1 1 2 1 4 0 10 8 1 29 3.5 0 0 0 1 7 2 8 2 90 2 10 120 7 2 7 10 15 10 10 2 
Obs727 727 1 1 0 3 1 2 0 5 9 1 24 3.7 0 0 0 1 4 2 5 7 70 5 5 30 2 0 5 9 0 0 8 2 
Obs728 728 0 0 0 2 1 0 5 5 6 1 23 3.2 2 4 10 1 50 4 10 2 80 5 10 70 3 0 2 10 15 80 10 2 
Obs729 729 1 1 0 3 1 0 6 4 3 0 23 3.7 10 7 3 3 4 1 5 5 100 5 4 220 3 0 5 8 0 70 5 2 
Obs730 730 0 0 0 2 1 0 0 5 5 1 28 3.1 10 10 6 2 3 3 5 6 120 5 10 80 4 0 4 5 0 90 5 2 
Obs731 731 1 1 1 2 1 0 0 6 3 1 28 3.7 20 31 5 2 3 3 6 5 100 5 7 600 4 0 5 8 0 100 6 2 
Obs732 732 1 1 1 2 1 0 0 10 5 0 24 3.7 1 1 0 2 5 1 4 0 54 5 5 65 5 1 5 9 40 60 10 2 
Obs733 733 1 1 0 1 0 3 5 0 5 0 32 3.9 0 0 1 1 2 3 5 6 10 6 7 10 2 5 5 6 0 100 0 2 
Obs734 734 0 0 0 2 1 0 0 0 0 0 24 3.9 0 0 0 0 5 7 3 5 100 2 10 80 3 0 0 10 0 10 10 2 
Obs735 735 1 1 0 3 1 2 5 9 8 0 20 2.4 3 5 1 2 2 5 6 5 500 5 6 130 5 0 3 10 0 30 7 2 
Obs736 736 1 1 0 2 1 0 0 8 8 1 33 3.4 0 2 1 1 4 1 4 2 100 5 10 100 5 0 5 5 10 50 7 2 
Obs737 737 1 1 0 1 1 0 0 7 6 1 33 2.2 15 20 0 3 0 6 5 3 70 2 5 81 7 2 6 9 20 10 9 2 
Obs738 738 1 1 0 3 1 2 5 5 2 1 25 2.9 7 14 2 1 7 3 5 7 100 2 10 40 1 0 4 10 25 30 4 2 
